DepartmentDescription,DepartmentDescription_3,DepartmentDescription_4,DepartmentDescription_5,DepartmentDescription_6,DepartmentDescription_7,DepartmentDescription_8,DepartmentDescription_9,DepartmentDescription_12,DepartmentDescription_14,DepartmentDescription_15,DepartmentDescription_18,DepartmentDescription_19,DepartmentDescription_20,DepartmentDescription_21,DepartmentDescription_22,DepartmentDescription_23,DepartmentDescription_24,DepartmentDescription_25,DepartmentDescription_26,DepartmentDescription_27,DepartmentDescription_28,DepartmentDescription_29,DepartmentDescription_30,DepartmentDescription_31,DepartmentDescription_32,DepartmentDescription_33,DepartmentDescription_34,DepartmentDescription_35,DepartmentDescription_36,DepartmentDescription_37,DepartmentDescription_38,DepartmentDescription_39,DepartmentDescription_40,DepartmentDescription_41,DepartmentDescription_42,DepartmentDescription_43,DepartmentDescription_44,DepartmentDescription_999
PAINT AND ACCESSORIES,0.00174418604651,0.000581395348837,0.00581395348837,0.000581395348837,0.00697674418605,0.0139534883721,0.115697674419,0.00523255813953,,0.0046511627907,0.00348837209302,0.00232558139535,0.0127906976744,0.018023255814,0.00697674418605,,0.0470930232558,0.0197674418605,0.214534883721,0.0220930232558,0.00639534883721,0.0046511627907,,0.00174418604651,0.00406976744186,0.00523255813953,0.00290697674419,0.00290697674419,0.0116279069767,0.0104651162791,0.0127906976744,0.0703488372093,0.081976744186,0.0145348837209,0.10988372093,0.0343023255814,0.0779069767442,0.0459302325581
PERSONAL CARE,0.000953084419452,0.000762467535562,0.0219685958684,0.0017393790655,0.00490838476018,0.0631418427887,0.0081726988968,0.00133431818723,,0.00335962257857,0.00245419238009,0.00114370130334,0.0033119683576,0.00188234172842,0.00309752436322,0.000333579546808,0.0228025447354,0.0364316519336,0.00290690747933,0.00483690342872,0.0022635754962,0.00257332793252,0.00526579141747,0.00123900974529,0.0137482427506,0.0133193547618,0.00440801543997,0.00493221187067,0.205747099049,0.0165836688985,0.0139865138555,0.193619099812,0.23615049203,0.00776763801854,0.0204913150182,0.0124615787843,0.0442469441731,0.0156544115895
PETS AND SUPPLIES,0.00112693371581,0.000204897039238,0.00973260936379,0.00266366151009,0.00461018338285,0.0565515828296,0.00399549226514,0.00102448519619,0.000307345558857,0.00112693371581,0.00204897039238,0.000819588156951,0.00317590410819,0.000512242598094,0.00225386743162,,0.012088925315,0.01075709456,0.002151418912,0.0112693371581,0.002151418912,0.00338080114742,0.00297100706895,0.00184407335314,0.00461018338285,0.00440528634361,0.272205716627,0.00368814670628,0.0159819690605,0.018543182051,0.0131134105112,0.163712734351,0.286036266776,0.00512242598094,0.0131134105112,0.00799098453027,0.0390328859748,0.0156746235017
PHARMACY OTC,0.00193083326182,0.0241568694757,0.226594010126,0.00218827769673,0.0068222775251,0.0278039989702,0.0093967218742,0.00163048142109,,0.00321805543637,0.00248862953746,0.001415944392,0.00381875911782,0.00278898137819,0.00308933321891,0.000471981464001,0.0150175920364,0.0256586286793,0.00270316656655,0.0044623702051,0.00175920363855,0.002831888784,0.00557796275637,0.00180211104437,0.0109413884837,0.00630738865528,0.00476272204583,0.00604994422037,0.0683944048743,0.0187505363426,0.0147601476015,0.198103492663,0.196043937184,0.00596412940874,0.0187076289368,0.0134729254269,0.0381446837724,0.0219685917789
PHARMACY RX,,0.00136892539357,0.928815879535,,0.000684462696783,0.00342231348392,0.00102669404517,,,,,,0.000342231348392,,,,,0.00239561943874,,0.000342231348392,0.000342231348392,,,,,,0.00102669404517,,0.00752908966461,,0.00102669404517,0.00513347022587,0.000684462696783,0.000342231348392,0.000342231348392,0.00616016427105,0.00102669404517,0.0379876796715
PLAYERS AND ELECTRONICS,0.00145772594752,,,,0.00437317784257,0.00145772594752,0.142857142857,,,0.00145772594752,0.00728862973761,0.0189504373178,0.00583090379009,,0.150145772595,0.163265306122,0.0102040816327,0.0276967930029,,,,0.0102040816327,0.0116618075802,0.0131195335277,0.00874635568513,0.00728862973761,,0.00437317784257,0.0102040816327,0.00437317784257,,0.0655976676385,0.0743440233236,0.0160349854227,0.0860058309038,0.0131195335277,0.0685131195335,0.0714285714286
PLUS AND MATERNITY,0.00169204737733,,0.00169204737733,,0.00338409475465,0.00338409475465,0.0541455160745,,,,0.00169204737733,,0.00169204737733,,0.00169204737733,,0.00338409475465,0.494077834179,,0.00338409475465,,,0.0118443316413,,0.00846023688663,0.00169204737733,,,0.0118443316413,0.00169204737733,0.00169204737733,0.0541455160745,0.10152284264,0.0118443316413,0.0626057529611,0.010152284264,0.0558375634518,0.0964467005076
PRE PACKED DELI,,0.000220945647371,0.00276182059213,0.00276182059213,0.0912505523641,0.00673884224481,0.00121520106054,0.00574458683164,,0.00287229341582,0.000883782589483,0.000331418471056,0.000773309765798,0.000331418471056,0.00265134776845,,0.00618647812638,0.00916924436589,0.000883782589483,0.00121520106054,0.00143614670791,0.000220945647371,0.00110472823685,0.000552364118427,0.00552364118427,0.00463985859479,0.00176756517897,0.00850640742377,0.00463985859479,0.0975475033142,0.0891515687141,0.166482545294,0.456694653115,0.000994255413168,0.00475033141847,0.00397702165267,0.0128148475475,0.00320371188688
PRODUCE,0.000430402034628,0.000723857967329,0.00851022204832,0.00289543186931,0.0591215885748,0.0386188007434,0.00363885356549,0.00236721119045,3.91274576934e-05,0.00942971730412,0.00160422576543,0.000528220678861,0.00134989729042,0.000860804069256,0.00199550034237,,0.0119534383253,0.0128338061234,0.00201506407121,0.00383449085396,0.00113469627311,0.00191724542698,0.00240633864815,0.000743421696175,0.00663210407904,0.00651472170596,0.0023867749193,0.0138119925658,0.0105839773061,0.261195343833,0.0422772180378,0.126968600215,0.326792526656,0.00152597085004,0.00655384916365,0.00406925560012,0.0130098796831,0.00872542306564
SEAFOOD,,,0.0015600624025,0.00208008320333,0.171606864275,0.00104004160166,,0.00260010400416,,0.00468018720749,,0.000520020800832,0.00208008320333,,0.0015600624025,,0.00728029121165,0.00416016640666,0.00104004160166,0.000520020800832,,0.000520020800832,0.0015600624025,,0.00520020800832,0.00416016640666,0.00104004160166,0.000520020800832,0.00572022880915,0.14352574103,0.0239209568383,0.160686427457,0.427457098284,0.000520020800832,0.00416016640666,0.0015600624025,0.0150806032241,0.00364014560582
SEASONAL,,,0.0344827586207,0.0344827586207,,,0.0344827586207,0.0344827586207,,0.0689655172414,,,,,,,,0.103448275862,,,,0.0344827586207,,0.0344827586207,0.0344827586207,,,,,,,0.0344827586207,0.137931034483,0.0344827586207,0.172413793103,,0.172413793103,0.0344827586207
SERVICE DELI,0.0012836970475,0.000888713340575,0.00957835489286,0.00552977189691,0.362298805174,0.0215266120273,0.00691221487114,0.00167868075442,,0.0126394786215,0.00148118890096,0.000493729633653,0.0022711563148,0.00118495112077,0.00335736150884,0.000197491853461,0.0114545275007,0.0207366446134,0.00167868075442,0.00246864816826,0.00118495112077,0.000987459267305,0.00345610743557,0.000987459267305,0.00908462525921,0.00602350153056,0.0035548533623,0.0136269378888,0.0093808630394,0.0572726375037,0.0247852276094,0.155919818307,0.195516934926,0.00394983706922,0.0101708304532,0.00780092821171,0.0144169053027,0.0142194134492
SHEER HOSIERY,,,0.0138248847926,,0.00921658986175,0.00691244239631,0.13133640553,,,0.0184331797235,,0.00230414746544,,,,,0.00921658986175,0.112903225806,,,,0.00691244239631,0.0783410138249,,0.00230414746544,0.00921658986175,0.00230414746544,,0.0276497695853,0.00921658986175,0.0276497695853,0.112903225806,0.0944700460829,0.00691244239631,0.138248847926,0.0391705069124,0.0622119815668,0.0783410138249
SHOES,0.000983767830792,0.000163961305132,0.00655845220528,0.00213149696672,0.00475487784883,0.0081980652566,0.104279390064,0.00213149696672,,0.00311526479751,0.00426299393343,0.00081980652566,0.00311526479751,0.00213149696672,0.00852598786686,,0.0175438596491,0.0873913756354,0.00262338088211,0.000983767830792,0.00442695523856,0.00311526479751,0.18691588785,0.00081980652566,0.04344974586,0.00229545827185,0.00278734218724,0.00311526479751,0.0134448270208,0.0109854074438,0.00688637481554,0.0821446138711,0.0878832595507,0.0557468437449,0.101492047877,0.0180357435645,0.0682079029349,0.0485325463191
SLEEPWEAR/FOUNDATIONS,0.000841750841751,,0.00673400673401,0.0016835016835,0.00505050505051,0.00378787878788,0.0744949494949,0.000841750841751,,0.00673400673401,0.000420875420875,,0.000841750841751,0.0016835016835,0.00462962962963,,0.0214646464646,0.36069023569,0.00210437710438,0.00252525252525,0.00210437710438,0.00378787878788,0.00673400673401,,0.0143097643098,0.00420875420875,0.00210437710438,0.000841750841751,0.0214646464646,0.0155723905724,0.010101010101,0.0643939393939,0.119107744108,0.0159932659933,0.0761784511785,0.0159932659933,0.0686026936027,0.0639730639731
SPORTING GOODS,0.00314527226263,0.000393159032829,0.00766660114016,0.00176921564773,0.00589738549243,0.00609396500885,0.12993906035,0.00334185177904,,0.0027521132298,0.00530764694319,0.000589738549243,0.00609396500885,0.00530764694319,0.00294869274622,0.000786318065658,0.0159229408296,0.0231963829369,0.00294869274622,0.00314527226263,0.245724395518,0.0805976017299,0.00629054452526,0.0013760566149,0.00570080597602,0.00314527226263,0.00255553371339,0.00432474936112,0.0117947709849,0.00943581678789,0.00471790839395,0.0636917633183,0.0817770788284,0.0369569490859,0.0841360330254,0.0196579516414,0.0406919598978,0.0701788873599
SWIMWEAR/OUTERWEAR,0.00232558139535,,,,0.00348837209302,0.0104651162791,0.0639534883721,0.00232558139535,,0.00348837209302,0.00116279069767,,,,,,0.00697674418605,0.403488372093,0.00116279069767,,0.00232558139535,0.00232558139535,0.00581395348837,,0.00697674418605,0.00813953488372,0.00116279069767,0.00116279069767,0.0116279069767,0.0151162790698,,0.0488372093023,0.0697674418605,0.0674418604651,0.0290697674419,0.0162790697674,0.0488372093023,0.166279069767
TOYS,0.000982479122319,0.000327493040773,0.00311118388734,0.000491239561159,0.00327493040773,0.00458490257082,0.0938267561814,0.0106435238251,,0.00884231210087,0.189945963648,0.0024561978058,0.0024561978058,0.00769608645816,0.00376616996889,0.000163746520386,0.0150646798756,0.0239069919764,0.00130997216309,0.00409366300966,0.00376616996889,0.0785983297855,0.00278369084657,0.00294743736696,0.0304568527919,0.00491239561159,0.00180121172425,0.00425740953005,0.014409693794,0.0137547077125,0.00933355166203,0.0704110037662,0.100049123956,0.0232520058949,0.138365809727,0.0193220894056,0.0517439004421,0.0528901260848
WIRELESS,0.00158061116965,,0.00579557428872,0.000526870389884,0.00579557428872,0.00421496311907,0.148577449947,,,0.00158061116965,0.000526870389884,0.00368809272919,0.00105374077977,0.00105374077977,0.0337197049526,0.00105374077977,0.00579557428872,0.00895679662803,,0.000526870389884,,,0.0031612223393,0.521074815595,0.0031612223393,0.00105374077977,0.00158061116965,,0.00632244467861,0.00210748155954,0.00105374077977,0.0305584826133,0.0252897787144,0.0179135932561,0.0305584826133,0.00368809272919,0.0110642781876,0.116965226554
