FinelineNumber,FinelineNumber_3,FinelineNumber_4,FinelineNumber_5,FinelineNumber_6,FinelineNumber_7,FinelineNumber_8,FinelineNumber_9,FinelineNumber_12,FinelineNumber_14,FinelineNumber_15,FinelineNumber_18,FinelineNumber_19,FinelineNumber_20,FinelineNumber_21,FinelineNumber_22,FinelineNumber_23,FinelineNumber_24,FinelineNumber_25,FinelineNumber_26,FinelineNumber_27,FinelineNumber_28,FinelineNumber_29,FinelineNumber_30,FinelineNumber_31,FinelineNumber_32,FinelineNumber_33,FinelineNumber_34,FinelineNumber_35,FinelineNumber_36,FinelineNumber_37,FinelineNumber_38,FinelineNumber_39,FinelineNumber_40,FinelineNumber_41,FinelineNumber_42,FinelineNumber_43,FinelineNumber_44,FinelineNumber_999
1105.0,,,0.0197368421053,,0.0197368421053,0.00657894736842,,,,,,,0.00657894736842,,0.0131578947368,,,0.0131578947368,,0.00657894736842,,,,0.00657894736842,,,0.00657894736842,0.00657894736842,0.0197368421053,0.0394736842105,0.0723684210526,0.230263157895,0.513157894737,0.00657894736842,,0.00657894736842,0.00657894736842,
1106.0,,,0.00436681222707,0.0960698689956,0.0131004366812,0.0131004366812,0.00873362445415,0.00436681222707,,0.0174672489083,,,0.00436681222707,0.0131004366812,,,0.0174672489083,0.0262008733624,,0.00436681222707,,,,,0.131004366812,0.00436681222707,0.00436681222707,0.00436681222707,,0.0262008733624,0.0305676855895,0.196506550218,0.262008733624,0.00436681222707,0.0524017467249,0.00436681222707,0.0305676855895,0.0262008733624
1107.0,,,,0.212230215827,0.00359712230216,,0.0143884892086,0.0179856115108,,0.0143884892086,,,0.00359712230216,,,,0.0323741007194,0.0611510791367,0.00719424460432,,,,0.00359712230216,0.00359712230216,0.00719424460432,0.00359712230216,0.00359712230216,0.0143884892086,0.00719424460432,0.0359712230216,0.00359712230216,0.226618705036,0.226618705036,0.0107913669065,0.0179856115108,0.00719424460432,0.0431654676259,0.0179856115108
1108.0,,,0.0040899795501,0.0470347648262,0.0961145194274,0.0838445807771,0.00204498977505,0.00204498977505,,0.00204498977505,,0.00204498977505,0.0040899795501,,0.0040899795501,,0.00613496932515,0.0122699386503,0.0081799591002,0.0040899795501,,,,,0.00613496932515,0.0224948875256,0.00613496932515,0.0654396728016,0.0040899795501,0.040899795501,0.0674846625767,0.19018404908,0.286298568507,0.00204498977505,0.0102249488753,0.00204498977505,0.00613496932515,0.0122699386503
1109.0,,,,0.0652173913043,,,0.0652173913043,,,0.0217391304348,,,,,,,,,0.0217391304348,,,,0.0434782608696,,0.260869565217,,,,0.0217391304348,0.0217391304348,,0.0217391304348,0.130434782609,0.0217391304348,0.130434782609,,0.130434782609,0.0434782608696
1110.0,,0.155388471178,0.0902255639098,0.00250626566416,0.0125313283208,0.0250626566416,0.0100250626566,0.00250626566416,,0.0100250626566,,0.00250626566416,,,0.00751879699248,,0.0375939849624,0.0651629072682,0.00250626566416,,,,0.00250626566416,,0.0175438596491,0.00250626566416,0.00501253132832,0.015037593985,0.0325814536341,0.0175438596491,0.015037593985,0.228070175439,0.152882205514,0.00751879699248,0.0375939849624,0.0100250626566,0.0275689223058,0.00501253132832
1111.0,,0.06875,0.01875,0.13125,,0.01875,0.00625,,,,0.00625,,0.00625,,0.01875,,0.00625,0.025,,,,,,0.00625,0.11875,0.00625,0.00625,0.0125,0.0125,0.0125,0.025,0.1625,0.225,,0.04375,0.0125,0.01875,0.03125
1112.0,0.010752688172,,,0.258064516129,0.010752688172,0.010752688172,,,,0.010752688172,,0.0752688172043,,,,,,0.010752688172,0.010752688172,,,,0.010752688172,,,,,0.010752688172,0.0322580645161,,0.010752688172,0.193548387097,0.225806451613,0.010752688172,,0.0215053763441,0.0430107526882,0.0430107526882
1113.0,,,,,0.0123456790123,,0.0123456790123,,,,,,,,,,0.0123456790123,0.0246913580247,,0.037037037037,,,,,,0.123456790123,,,,,0.0123456790123,0.271604938272,0.358024691358,0.0123456790123,0.0246913580247,,0.0617283950617,0.037037037037
1114.0,,,,,,,,,,,,,,,,,0.733333333333,,,,,,,,,,,,,,,0.0666666666667,,,,,,0.2
1115.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
1116.0,,,,,,,0.0428571428571,,,,,0.0285714285714,,,,,0.0285714285714,0.0142857142857,,,,,,,0.485714285714,,,,,,,0.0428571428571,0.1,0.0142857142857,0.171428571429,0.0142857142857,0.0428571428571,0.0142857142857
1117.0,,,,0.243902439024,,,,,,,,,,,,,0.0487804878049,,,,,,,,,,,0.0243902439024,,0.0487804878049,0.0243902439024,0.390243902439,0.19512195122,,,0.0243902439024,,
1118.0,,0.271929824561,0.0570175438596,0.00877192982456,0.00877192982456,,0.0175438596491,0.00438596491228,,0.00438596491228,,,,,,0.00438596491228,0.0175438596491,0.0131578947368,,0.00438596491228,,,,,0.0175438596491,0.00877192982456,,,0.0350877192982,0.0131578947368,0.0219298245614,0.206140350877,0.19298245614,,0.00438596491228,0.0219298245614,0.0526315789474,0.0131578947368
1119.0,,,,,,,0.0666666666667,,,,,,,,,,,,,,,,,,0.4,,,,,0.0666666666667,,0.2,0.0666666666667,,0.133333333333,,0.0666666666667,
1120.0,,0.255813953488,0.031007751938,,,0.0077519379845,0.0232558139535,,,,,,,,,,0.015503875969,0.0387596899225,0.015503875969,,,,,0.0077519379845,0.170542635659,,0.015503875969,0.015503875969,0.0542635658915,,0.031007751938,0.108527131783,0.131782945736,,0.0387596899225,,0.015503875969,0.0232558139535
1121.0,0.00996677740864,0.205980066445,0.116279069767,,0.0132890365449,0.0199335548173,0.00664451827243,,,,,,,0.00332225913621,0.00664451827243,,0.0132890365449,0.0498338870432,0.00332225913621,,,0.00332225913621,0.00996677740864,0.00332225913621,0.00996677740864,0.00664451827243,0.00332225913621,,0.0199335548173,0.0199335548173,0.0132890365449,0.222591362126,0.159468438538,0.00664451827243,0.0166112956811,0.00996677740864,0.0332225913621,0.0132890365449
1122.0,0.00423728813559,0.10593220339,0.0508474576271,0.00423728813559,0.00423728813559,0.00423728813559,0.0550847457627,0.00423728813559,,,,0.00847457627119,,,,,0.0127118644068,0.266949152542,,,0.00847457627119,,0.0169491525424,0.00423728813559,0.00847457627119,,0.00423728813559,0.00423728813559,0.00847457627119,0.00423728813559,0.0127118644068,0.10593220339,0.156779661017,0.0127118644068,0.021186440678,0.021186440678,0.0338983050847,0.0550847457627
1125.0,,,,,0.0344827586207,0.0344827586207,0.103448275862,,,,,,,,,,0.0344827586207,0.48275862069,,,,,,,,,,,,,,0.0344827586207,0.137931034483,,0.0344827586207,,,0.103448275862
1127.0,,,,,,,0.333333333333,,,,,,,0.333333333333,,,0.333333333333,,,,,,,,,,,,,,,,,,,,,
1130.0,,,,,,,0.0952380952381,,,,,0.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,0.190476190476
1133.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
1134.0,,,,,,,,,,,,,,,,0.714285714286,,,,,,0.285714285714,,,,,,,,,,,,,,,,
1135.0,,0.0136054421769,0.0340136054422,,0.00680272108844,0.0340136054422,0.0340136054422,0.00680272108844,,,,0.00680272108844,,,0.00680272108844,,0.0204081632653,0.0340136054422,,0.0136054421769,0.00680272108844,0.00680272108844,,,0.0612244897959,,0.00680272108844,0.00680272108844,0.0544217687075,0.00680272108844,0.0204081632653,0.12925170068,0.156462585034,0.00680272108844,0.0272108843537,0.0272108843537,0.0816326530612,0.190476190476
1136.0,,,,,,,,,,,,,,,,,,0.4,,,,,0.4,,,,,,,,,,,,,,,0.2
1137.0,,0.25,0.118421052632,,,0.0263157894737,0.0131578947368,,,,0.0131578947368,,,0.0131578947368,,,,,,,,,,,0.0131578947368,,,,0.0789473684211,0.0131578947368,0.0131578947368,0.131578947368,0.131578947368,,0.0263157894737,0.0394736842105,0.0657894736842,0.0526315789474
1140.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1145.0,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
1146.0,,,,,,,,,,,,0.0344827586207,,,,,0.103448275862,,,,,,,,,,0.0689655172414,,,,,0.413793103448,0.0689655172414,,0.0344827586207,,0.206896551724,0.0689655172414
1150.0,,,,,,,,,,,,,,,,,0.577777777778,,,,,,,,0.0222222222222,,,,,,,,0.155555555556,,0.0666666666667,,0.0444444444444,0.133333333333
1151.0,,,0.0526315789474,,,,,,,,,,,,,,0.736842105263,,,,,,,,,,,,,,,0.0526315789474,,,,,,0.157894736842
1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1153.0,,,,,,,,,,0.0122699386503,,0.0184049079755,,,,,0.668711656442,0.00613496932515,,,,,,,,,,,,0.00613496932515,,0.0245398773006,0.0245398773006,,0.0184049079755,,0.00613496932515,0.21472392638
1156.0,,,,,,,,,,0.0212765957447,,0.553191489362,,,,,0.0425531914894,,,,,,,,0.0212765957447,,,,,,,0.0851063829787,0.0212765957447,0.0425531914894,,,0.063829787234,0.148936170213
1157.0,,,,,0.04,,0.04,,,,,,,,,,0.6,,,,,,,,,,,,,,,,0.08,0.08,,,,0.16
1159.0,,,,,,,0.0666666666667,,,,,,,,,,0.6,,,,,,,,,,,,,,,0.133333333333,0.0666666666667,,0.0666666666667,,,0.0666666666667
1160.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1161.0,,,,,,,,,,,,0.384615384615,,,,,,,,,,,,,,0.128205128205,,,,,,,0.0512820512821,,,,,0.435897435897
1162.0,,,,,,,0.0357142857143,,,,,0.321428571429,,,,,,,,,,,,,,0.357142857143,,,,,,,,0.0357142857143,,,,0.25
1163.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,
1164.0,,,0.0265486725664,,,0.00884955752212,0.12389380531,0.00884955752212,,,,0.070796460177,0.00884955752212,,,,0.141592920354,0.00884955752212,,0.00884955752212,,,,,0.00884955752212,0.12389380531,0.0176991150442,,0.00884955752212,,,0.106194690265,0.106194690265,0.0176991150442,0.0353982300885,0.0176991150442,0.0176991150442,0.132743362832
1165.0,,,0.0127118644068,,0.00847457627119,0.0169491525424,0.0677966101695,,,,,,,,,,0.0508474576271,,,,,0.00423728813559,0.00423728813559,0.550847457627,,0.00847457627119,,0.00423728813559,0.00423728813559,0.00423728813559,0.00847457627119,0.0677966101695,0.0720338983051,0.00423728813559,0.0423728813559,0.00423728813559,0.00847457627119,0.0550847457627
1166.0,,0.0253164556962,0.0126582278481,,,0.0379746835443,0.126582278481,,,0.0632911392405,0.0253164556962,,0.0126582278481,,,,0.0253164556962,0.0126582278481,,,0.0126582278481,,,,0.0253164556962,0.0253164556962,,0.0126582278481,0.0253164556962,0.0379746835443,0.0253164556962,0.0379746835443,0.126582278481,0.0126582278481,0.139240506329,0.0253164556962,0.101265822785,0.0506329113924
1167.0,0.0243902439024,0.0487804878049,0.0243902439024,,,,0.0975609756098,,,,,,,,,,0.243902439024,,,,0.0243902439024,,,,,,0.0243902439024,,0.0243902439024,,0.0487804878049,0.0975609756098,0.170731707317,,0.0731707317073,,0.0487804878049,0.0487804878049
1168.0,,,,,,,,,,,,0.857142857143,,,,,,,,,,0.142857142857,,,,,,,,,,,,,,,,
1169.0,,,,,,,,,0.4,,,,,,,,0.2,,,,,,,,,0.2,,,,,,,,,0.2,,,
1170.0,,,,,,,,,,,,0.166666666667,,,,,,,,,,,,,,0.166666666667,,,,,,,,,0.666666666667,,,
1172.0,,,,,,,0.166666666667,,,,,,,,,,0.166666666667,,,,,,,,,,,,,,,0.0833333333333,0.166666666667,,0.0833333333333,0.0833333333333,0.0833333333333,0.166666666667
1173.0,,,,,,,0.125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,0.625,,,0.125
1174.0,,,,,,,0.1,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.1,0.1,,0.2,,,
1175.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.25,0.25,,,,,
1176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666666666667,,0.333333333333,,,,
1180.0,,,,,,,0.0810810810811,,,,,,0.018018018018,,,,0.00900900900901,0.378378378378,,,,,0.027027027027,0.036036036036,,,,,0.00900900900901,,,0.045045045045,0.0900900900901,0.00900900900901,0.0540540540541,0.00900900900901,0.045045045045,0.189189189189
1181.0,,0.0616883116883,0.113636363636,0.00324675324675,0.00324675324675,0.0324675324675,0.00974025974026,,,0.00324675324675,,,0.00324675324675,0.00649350649351,0.00324675324675,,0.0162337662338,0.0324675324675,0.00324675324675,0.00649350649351,0.00324675324675,,0.00974025974026,,0.00649350649351,0.00649350649351,0.00649350649351,0.00649350649351,0.12012987013,0.012987012987,0.012987012987,0.282467532468,0.142857142857,,0.0194805194805,0.00649350649351,0.038961038961,0.025974025974
1182.0,0.0487804878049,0.170731707317,0.121951219512,,0.0243902439024,,0.0243902439024,,,,0.0243902439024,,,,,,,0.121951219512,,,,,,0.0243902439024,,,,,0.0243902439024,,,0.121951219512,0.121951219512,,0.0487804878049,0.0243902439024,,0.0975609756098
1190.0,,,,,,,,,,,,,,,,,,,,,,,,0.884615384615,,,,,,,,,,,,,,0.115384615385
1192.0,,0.9375,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198.0,,,,,,,0.130434782609,,,,,0.00724637681159,,,,,0.0507246376812,0.427536231884,,,0.0144927536232,0.00724637681159,0.036231884058,,,0.0217391304348,0.0144927536232,0.00724637681159,,0.0144927536232,0.00724637681159,0.0434782608696,0.036231884058,,0.115942028986,,0.0434782608696,0.0217391304348
1199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1200.0,,,0.00727272727273,0.00363636363636,0.00363636363636,0.0145454545455,0.2,,,,,0.0581818181818,0.0254545454545,,0.00727272727273,0.00363636363636,0.0654545454545,0.112727272727,0.00363636363636,0.0436363636364,0.00727272727273,,0.00363636363636,0.00363636363636,0.0181818181818,0.00727272727273,0.00363636363636,0.00363636363636,0.00727272727273,0.0109090909091,,0.0581818181818,0.08,0.0218181818182,0.0945454545455,0.0218181818182,0.0618181818182,0.0472727272727
1201.0,0.0015612802498,,0.00702576112412,0.0327868852459,0.0327868852459,0.0359094457455,0.00936768149883,0.00390320062451,,0.00390320062451,0.00390320062451,,0.000780640124902,0.000780640124902,0.0015612802498,,0.0124902419984,0.00936768149883,0.00234192037471,0.0140515222482,0.00234192037471,0.000780640124902,0.000780640124902,0.00234192037471,0.00312256049961,0.00234192037471,0.00468384074941,0.0124902419984,0.0124902419984,0.126463700234,0.0944574551132,0.153005464481,0.348165495706,0.0015612802498,0.0218579234973,0.00468384074941,0.0210772833724,0.0148321623731
1202.0,,,0.0188976377953,0.00314960629921,0.0220472440945,0.0299212598425,0.0220472440945,,,0.0204724409449,0.00629921259843,0.00472440944882,,,0.00157480314961,,0.0173228346457,0.0488188976378,0.00157480314961,0.00314960629921,0.00157480314961,0.00314960629921,0.0125984251969,,0.0535433070866,,0.00787401574803,0.00944881889764,0.0173228346457,0.12125984252,0.0488188976378,0.107086614173,0.277165354331,0.0314960629921,0.0409448818898,0.00472440944882,0.0488188976378,0.0141732283465
1203.0,,,0.00293255131965,0.00293255131965,0.0205278592375,0.0205278592375,0.0058651026393,0.00293255131965,,0.0058651026393,0.0058651026393,0.00879765395894,0.00293255131965,0.00293255131965,0.0058651026393,,0.0351906158358,0.00879765395894,0.00293255131965,0.0117302052786,0.00293255131965,,,0.00293255131965,0.00293255131965,0.00879765395894,,0.0117302052786,0.00879765395894,0.117302052786,0.0733137829912,0.158357771261,0.398826979472,,0.0205278592375,0.00879765395894,0.0234604105572,0.0146627565982
1204.0,0.0041067761807,,0.0041067761807,0.0041067761807,0.0184804928131,0.0308008213552,0.0369609856263,0.00205338809035,,0.00205338809035,0.0164271047228,0.0143737166324,0.00205338809035,0.00616016427105,,,0.0164271047228,0.0369609856263,0.00205338809035,0.0082135523614,0.0041067761807,0.0123203285421,0.0102669404517,,0.0965092402464,0.0184804928131,0.00205338809035,0.0041067761807,0.0123203285421,0.0184804928131,0.104722792608,0.141683778234,0.244353182752,0.0082135523614,0.0533880903491,0.0143737166324,0.041067761807,0.0082135523614
1205.0,0.00943396226415,,,,,,0.179245283019,0.00943396226415,,,0.00943396226415,0.0283018867925,,,,,,0.358490566038,,,,,0.0283018867925,,0.00943396226415,,,,,,,0.0660377358491,0.0754716981132,0.0754716981132,0.0377358490566,,0.0471698113208,0.0660377358491
1206.0,0.00921658986175,,,0.00460829493088,0.00460829493088,0.00921658986175,0.110599078341,0.00921658986175,,0.00921658986175,0.0691244239631,0.0138248847926,0.00921658986175,0.0138248847926,,,0.0276497695853,0.202764976959,,,,0.0138248847926,0.0184331797235,,0.0138248847926,0.00921658986175,0.00460829493088,,0.00460829493088,0.00460829493088,0.00460829493088,0.0645161290323,0.101382488479,0.0414746543779,0.0783410138249,0.0184331797235,0.0645161290323,0.0645161290323
1207.0,,,,,,,0.0681818181818,0.0113636363636,,0.0113636363636,0.113636363636,0.0113636363636,,,,,0.352272727273,0.0113636363636,,,,,,,0.0113636363636,0.0113636363636,,,,0.0113636363636,,0.0568181818182,0.0909090909091,0.0227272727273,0.0681818181818,0.0340909090909,0.0795454545455,0.0340909090909
1208.0,,,,,,,,,,,,,,,,,0.34375,0.03125,,,,,,,,0.03125,,,,,,0.03125,0.28125,0.0625,0.0625,,0.03125,0.125
1209.0,,,0.0184049079755,0.00613496932515,0.0122699386503,0.0122699386503,0.0858895705521,0.00613496932515,,,0.171779141104,0.0245398773006,,0.0306748466258,,,0.0736196319018,0.0245398773006,0.00613496932515,0.0184049079755,,,0.00613496932515,,,,,,0.00613496932515,0.0552147239264,,0.079754601227,0.104294478528,0.0245398773006,0.153374233129,0.00613496932515,0.0368098159509,0.0368098159509
1210.0,0.00295857988166,,0.00295857988166,,0.00591715976331,0.0473372781065,0.0473372781065,,,0.00295857988166,,0.0502958579882,,0.0177514792899,0.00591715976331,,0.0266272189349,0.109467455621,0.00295857988166,0.0325443786982,0.00295857988166,0.00295857988166,0.0118343195266,,,0.0384615384615,0.00295857988166,0.00591715976331,0.00887573964497,0.0414201183432,0.0207100591716,0.10650887574,0.183431952663,0.0295857988166,0.0739644970414,0.0295857988166,0.0355029585799,0.0502958579882
1211.0,,,0.00980392156863,,0.0171568627451,0.00735294117647,0.0196078431373,,,0.0122549019608,,0.00245098039216,,,0.00245098039216,,0.200980392157,0.0441176470588,0.00490196078431,0.0196078431373,0.00490196078431,,0.00245098039216,,0.00490196078431,0.00980392156863,0.0147058823529,0.00490196078431,0.0171568627451,0.0294117647059,0.0245098039216,0.100490196078,0.227941176471,0.0441176470588,0.0563725490196,0.0343137254902,0.0710784313725,0.0122549019608
1212.0,,,,,,,,,,0.0238095238095,,0.452380952381,,,,,0.119047619048,,,,,,,,,,,,,,0.0238095238095,,,0.0238095238095,0.0238095238095,,0.047619047619,0.285714285714
1213.0,,,0.0625,0.00625,0.04375,0.04375,0.01875,,,,,,,,,,0.05,0.00625,0.00625,0.00625,0.00625,,0.025,,0.0125,0.01875,0.00625,,0.03125,0.2125,0.00625,0.0625,0.28125,0.00625,0.0125,0.01875,0.025,0.03125
1214.0,,,0.00469483568075,0.00234741784038,0.0164319248826,0.0469483568075,0.00469483568075,,,0.00234741784038,,,,0.00469483568075,0.00234741784038,,0.00469483568075,0.0140845070423,0.00234741784038,0.00234741784038,0.00469483568075,,0.00469483568075,,0.00704225352113,0.0117370892019,0.00234741784038,0.0117370892019,0.0140845070423,0.293427230047,0.0492957746479,0.107981220657,0.368544600939,,0.0093896713615,,0.00704225352113,
1215.0,,,,0.00787401574803,0.0157480314961,0.0787401574803,0.00787401574803,,,0.0157480314961,,,,,,,0.0236220472441,0.0314960629921,,,,,,,,0.0236220472441,,0.0157480314961,0.0157480314961,0.314960629921,0.0314960629921,0.133858267717,0.251968503937,,,0.00787401574803,0.0236220472441,
1216.0,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217.0,,,,,,,0.131313131313,,,,0.0808080808081,0.010101010101,,0.030303030303,,,0.020202020202,0.191919191919,,,,,0.040404040404,0.010101010101,,,0.010101010101,0.020202020202,0.010101010101,,0.010101010101,0.040404040404,0.0909090909091,0.030303030303,0.0808080808081,,0.0505050505051,0.141414141414
1218.0,,,0.00904977375566,0.00452488687783,0.0180995475113,0.0633484162896,,,,0.00904977375566,,,0.00452488687783,,,,0.00904977375566,0.00452488687783,0.00452488687783,,,,0.00904977375566,,0.00904977375566,0.00904977375566,,0.0135746606335,,0.262443438914,0.0361990950226,0.14479638009,0.361990950226,,0.00452488687783,,0.00904977375566,0.0135746606335
1219.0,,,,,0.0152671755725,0.0610687022901,0.030534351145,,,0.00763358778626,,0.00763358778626,,,,,0.0152671755725,0.0839694656489,,,,,0.0152671755725,,0.0229007633588,,,0.0152671755725,0.00763358778626,0.229007633588,0.0229007633588,0.12213740458,0.297709923664,,,,0.0229007633588,0.0229007633588
1220.0,,,,,,0.0980392156863,0.176470588235,,,,,0.0196078431373,,,,,,0.0196078431373,,,,,,,,0.0196078431373,0.0196078431373,0.0196078431373,0.176470588235,0.0392156862745,0.0196078431373,0.156862745098,0.0196078431373,,0.0196078431373,,,0.196078431373
1221.0,,,0.00306748466258,0.00306748466258,0.0184049079755,0.0337423312883,0.00613496932515,,,0.00306748466258,,,,,0.00920245398773,,0.0122699386503,0.00920245398773,0.00306748466258,,,,0.00306748466258,,0.00613496932515,0.00306748466258,,0.0184049079755,,0.156441717791,0.138036809816,0.104294478528,0.457055214724,,,,0.0122699386503,
1222.0,,,,,,,0.0909090909091,,,,,0.0681818181818,,,,,0.204545454545,0.0909090909091,,,,,,,0.0454545454545,,,,0.0454545454545,0.0227272727273,0.0454545454545,0.0454545454545,0.159090909091,,0.0227272727273,0.0227272727273,0.0454545454545,0.0909090909091
1224.0,,,0.0112359550562,,,0.0337078651685,0.191011235955,,,,,0.112359550562,0.0112359550562,,,,0.0449438202247,0.112359550562,,0.0112359550562,0.0112359550562,,,,,,,0.0112359550562,,0.0674157303371,,0.101123595506,0.123595505618,0.0224719101124,0.0337078651685,,0.0561797752809,0.0449438202247
1225.0,,,,,,,0.181818181818,,,,0.363636363636,,,,,,,,,,,,,,0.0909090909091,,,,,,,,,,0.363636363636,,,
1226.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,
1227.0,,,,,0.0277777777778,,0.0555555555556,,,,,,,,,,,0.416666666667,,,,,0.111111111111,,,0.0277777777778,,,,0.0277777777778,,0.0555555555556,0.0833333333333,,0.111111111111,,0.0277777777778,0.0555555555556
1228.0,0.0196078431373,,,,,0.0196078431373,0.0588235294118,,,,,,,,,,,0.43137254902,,0.0196078431373,0.0196078431373,,,,,0.0392156862745,,,,,0.0196078431373,,0.254901960784,,0.0392156862745,,0.078431372549,
1229.0,,,,,,0.0232558139535,0.0232558139535,,,,,0.046511627907,,,,,,0.372093023256,,,,0.0232558139535,,,,0.046511627907,,,0.0232558139535,0.093023255814,0.046511627907,0.093023255814,0.0697674418605,,,,0.0697674418605,0.0697674418605
1230.0,,,0.0117647058824,,,0.0117647058824,0.0470588235294,,,,0.0117647058824,0.0352941176471,,0.129411764706,0.0235294117647,,0.0705882352941,0.188235294118,,0.0470588235294,,,0.0117647058824,,0.0352941176471,,,,,0.0235294117647,,0.0941176470588,0.0941176470588,0.0352941176471,0.0235294117647,0.0235294117647,0.0588235294118,0.0235294117647
1231.0,,,,,,,0.175,,,,,0.125,,,0.0125,,,0.3125,,,,,,,,,,,,0.0125,,0.0625,0.0875,0.0375,0.0375,,0.0375,0.1
1232.0,,,,,,,0.0909090909091,,,,,,,,,,0.0454545454545,0.272727272727,,,,,,,,,,,0.0454545454545,,,0.0909090909091,0.0454545454545,0.0454545454545,0.136363636364,,0.0909090909091,0.136363636364
1233.0,,,,,,,,,,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,0.2,,,0.2,0.2
1235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1236.0,,,,,0.0357142857143,,0.0357142857143,,,,,0.107142857143,,,,,,0.321428571429,,,,,0.0714285714286,,,,,,,0.0714285714286,,0.0714285714286,0.0714285714286,,,,0.142857142857,0.0714285714286
1237.0,,,,,0.05,0.1,,,,0.025,,,,,,,0.025,0.025,,,,,,,0.025,,0.025,,,0.15,,0.175,0.4,,,,,
1238.0,,,,,,,0.125,,,,,,,,,,,0.375,,,,,,,,,,,,,,,0.25,,,,0.125,0.125
1239.0,,,,,0.0212765957447,0.0425531914894,,,,,,,,,,,0.0212765957447,0.0851063829787,,,,,,,,0.0212765957447,,0.0425531914894,,0.234042553191,0.0425531914894,0.0851063829787,0.340425531915,,,,0.063829787234,
1240.0,,,,,0.025641025641,0.00641025641026,0.0897435897436,0.00641025641026,,,0.0384615384615,0.00641025641026,,0.108974358974,,,0.025641025641,0.0192307692308,0.00641025641026,0.0641025641026,,,0.00641025641026,,0.0128205128205,,,0.00641025641026,0.00641025641026,0.0897435897436,0.0320512820513,0.0705128205128,0.128205128205,,0.0961538461538,0.0192307692308,0.0769230769231,0.0576923076923
1241.0,,,0.0769230769231,,,,0.153846153846,,,,,,,,,,,,,,,,0.461538461538,,,,,,,,0.0769230769231,,,0.153846153846,0.0769230769231,,,
1242.0,,,0.010989010989,,,0.010989010989,0.10989010989,,,,,,,,,,0.010989010989,0.197802197802,,,,,0.010989010989,,,,0.021978021978,0.032967032967,,0.043956043956,0.010989010989,0.0989010989011,0.197802197802,0.043956043956,0.0659340659341,0.010989010989,0.10989010989,0.010989010989
1246.0,,,,,,,0.272727272727,,,,,0.272727272727,,,,,,,,,,,,,,,,,0.181818181818,,,,0.0909090909091,,0.0909090909091,,0.0909090909091,
1248.0,,,,,,,0.328767123288,,,,0.013698630137,0.0821917808219,,,0.013698630137,,0.0547945205479,0.013698630137,,,0.013698630137,,,,,0.013698630137,0.013698630137,0.013698630137,0.013698630137,0.027397260274,,0.0547945205479,0.13698630137,0.013698630137,0.0547945205479,0.013698630137,0.109589041096,0.013698630137
1249.0,,,,,,0.0714285714286,0.0714285714286,,,,,,,,,,,0.642857142857,,,,,,,,,,,,,0.0714285714286,,0.0714285714286,,,,,0.0714285714286
1250.0,,,,,,0.0298507462687,0.119402985075,,,,0.283582089552,,,,,,0.0149253731343,0.0298507462687,,0.0149253731343,,0.0149253731343,,,,,,,0.0298507462687,0.0597014925373,,0.0597014925373,0.194029850746,,0.089552238806,0.0298507462687,0.0298507462687,
1251.0,,,0.00884955752212,0.00442477876106,0.0752212389381,0.0221238938053,0.00221238938053,0.00884955752212,,0.00442477876106,,0.00221238938053,0.00221238938053,0.00663716814159,0.00442477876106,,0.00442477876106,0.00663716814159,0.00221238938053,,,,0.00221238938053,,0.0110619469027,0.00221238938053,,0.00442477876106,0.00221238938053,0.0929203539823,0.154867256637,0.199115044248,0.362831858407,0.00221238938053,0.00442477876106,0.00221238938053,0.00442477876106,
1252.0,,,,0.00226244343891,0.0113122171946,0.0113122171946,0.00452488687783,0.00226244343891,,0.00226244343891,,,,0.00904977375566,0.00226244343891,,0.00226244343891,0.00452488687783,0.00226244343891,0.0135746606335,,,0.0158371040724,,0.00452488687783,0.00678733031674,0.00226244343891,,0.0113122171946,0.10407239819,0.126696832579,0.174208144796,0.466063348416,,0.00226244343891,0.00226244343891,0.0113122171946,0.00452488687783
