VisitNumber,TripType,Weekday,UpcCount,ScanCount,DepartmentCount,FinelineCount
32963,40,2,61,68,14,50
32966,33,2,12,12,3,10
32968,8,2,3,3,3,3
32969,37,2,12,14,7,11
32971,9,2,1,2,1,1
32972,7,2,4,5,2,2
32978,38,2,6,6,4,6
32979,7,2,2,2,2,2
32980,36,2,7,7,3,6
32986,8,2,1,1,1,1
32987,30,2,3,3,2,3
32988,999,2,3,3,2,2
32989,38,2,7,13,5,6
32990,35,2,6,8,3,5
32992,25,2,7,6,4,7
32993,15,2,4,4,2,2
32997,5,2,1,1,1,1
32998,40,2,56,68,21,50
32999,37,2,6,9,4,6
33000,30,2,1,1,1,1
33002,999,2,1,0,1,1
33003,37,2,3,3,1,3
33004,9,2,3,3,2,3
33005,32,2,5,5,1,4
33007,39,2,13,13,7,12
33009,9,2,1,2,1,1
33013,33,2,4,4,4,4
33014,44,2,15,17,10,15
33015,5,2,8,9,4,8
33018,41,2,4,4,3,4
33021,36,2,6,6,3,6
33023,5,2,1,4,2,1
33026,999,2,7,-7,3,6
33027,8,2,1,1,1,1
33029,8,2,2,2,1,2
33031,40,2,21,25,12,20
33033,24,2,15,15,11,14
33034,9,2,2,2,1,1
33035,8,2,1,1,1,1
33036,9,2,2,2,2,2
33038,35,2,4,4,3,3
33041,37,2,7,7,4,7
33044,9,2,2,2,2,2
33045,40,2,24,24,11,23
33046,34,2,1,1,1,1
33053,39,2,10,11,7,9
33055,40,2,28,42,9,19
33057,9,2,1,1,1,1
33058,8,2,1,1,1,1
33061,39,2,4,10,2,3
33063,8,2,2,2,1,2
33066,8,2,2,2,2,2
33067,40,2,35,39,11,30
33069,9,2,1,1,1,1
33073,9,2,2,3,2,2
33075,7,2,2,2,2,2
33076,27,2,6,10,2,5
33078,15,2,4,4,3,4
33080,8,2,1,1,1,1
33085,5,2,16,19,7,16
33087,8,2,2,2,1,2
33090,37,2,13,13,5,13
33091,25,2,10,10,4,6
33092,9,2,1,1,1,1
33097,8,2,1,1,1,1
33098,8,2,3,3,2,3
33099,9,2,3,3,2,3
33100,38,2,4,4,3,3
33101,9,2,2,2,2,2
33105,9,2,2,2,2,2
33106,27,2,2,4,2,2
33110,39,2,6,6,4,5
33111,8,2,2,2,2,2
33112,37,2,3,3,1,3
33113,9,2,3,3,2,2
33114,3,2,1,1,1,1
33117,39,2,4,4,3,4
33120,8,2,1,1,1,1
33121,36,2,10,13,4,8
33122,32,2,1,5,1,1
33123,44,2,20,25,6,14
33125,5,2,1,3,2,1
33126,7,2,4,5,1,4
33128,18,2,3,3,3,3
33129,36,2,7,9,4,7
33132,9,2,2,2,1,1
33134,39,2,9,9,7,9
33135,25,2,3,4,1,3
33136,999,2,1,-2,1,1
33137,42,2,23,27,4,12
33138,43,2,4,4,4,4
33139,9,2,4,4,3,4
33140,25,2,5,6,2,5
33143,40,2,36,41,12,31
33146,7,2,4,4,2,4
33148,40,2,23,23,10,22
33150,8,2,1,1,1,1
33153,15,2,7,7,2,2
33154,3,2,2,2,1,2
33156,33,2,4,5,2,4
33157,999,2,1,2,1,1
33158,9,2,2,2,2,2
33159,27,2,5,4,2,5
33160,20,2,8,8,2,8
33161,9,2,5,5,4,5
33163,42,2,9,10,6,9
33164,5,2,0,1,1,0
33165,35,2,13,13,2,5
33172,5,2,9,9,6,9
33173,5,2,2,7,2,2
33175,20,2,4,4,4,4
33178,32,2,13,14,9,13
33179,3,2,2,2,1,2
33180,8,2,1,1,1,1
33181,25,2,7,7,5,6
33183,999,2,1,-1,1,1
33185,5,2,0,4,1,0
33186,3,2,1,1,1,1
33188,39,2,6,6,5,6
33189,35,2,5,8,3,5
33191,39,2,6,7,4,6
33192,39,2,14,17,8,13
33193,7,2,2,2,1,2
33194,999,2,1,-1,1,1
33195,38,2,10,9,5,10
33197,38,2,6,6,3,5
33205,3,2,2,2,1,2
33206,9,2,2,1,1,2
33210,9,2,2,2,2,2
33211,9,2,1,3,1,1
33212,9,2,2,2,2,2
33214,39,2,6,11,5,6
33215,42,2,13,15,8,10
33217,8,2,1,1,1,1
33220,35,2,6,7,2,4
33221,18,2,2,2,2,2
33222,39,2,7,9,6,7
33225,8,2,3,3,2,3
33226,999,2,2,2,1,2
33229,5,2,2,2,2,2
33230,9,2,2,2,2,2
33232,39,2,6,6,4,6
33235,39,2,4,9,2,4
33238,25,2,7,7,3,7
33242,38,2,2,5,2,2
33248,5,2,3,3,2,3
33249,25,2,6,6,4,6
33251,999,2,2,0,1,1
33252,999,2,1,-1,1,1
33253,999,2,3,-3,2,2
33254,31,2,2,2,1,2
33255,5,2,3,4,1,3
33256,8,2,1,1,1,1
33259,39,2,15,19,6,15
33261,999,2,2,-2,2,2
33264,3,2,2,2,1,2
33265,21,2,4,4,1,4
33267,8,2,1,1,1,1
33271,5,2,6,7,4,4
33272,40,2,19,19,10,15
33278,42,2,6,7,4,6
33280,36,2,5,5,3,4
33281,7,2,2,2,2,2
33282,999,2,1,2,1,1
33283,8,2,1,1,1,1
33285,5,2,1,1,1,1
33290,39,2,14,16,10,13
33291,999,2,1,-1,1,1
33292,40,2,37,41,9,31
33294,5,2,2,2,1,2
33295,39,2,12,13,6,10
33296,3,2,1,1,1,1
33299,36,2,10,12,7,10
33303,999,2,1,-1,1,1
33305,8,2,3,3,3,3
33307,7,2,3,4,3,3
33308,5,2,3,8,2,3
33309,999,2,1,-1,1,1
33310,5,2,2,2,2,2
33311,8,2,3,3,2,2
33313,35,2,1,1,1,1
33316,7,2,3,3,3,3
33317,42,2,8,10,7,8
33319,37,2,2,2,1,2
33320,20,2,3,4,2,3
33321,39,2,12,15,7,9
33324,29,2,4,4,2,3
33325,5,2,0,1,1,0
33326,7,2,2,2,2,2
33329,9,2,3,3,1,3
33330,8,2,1,1,1,1
33332,9,2,1,1,1,1
33333,9,2,1,1,1,1
33334,39,2,8,9,5,8
33335,44,2,11,11,6,10
33337,39,2,8,11,6,8
33341,38,2,5,5,3,5
33343,40,2,29,32,14,29
33345,39,2,14,21,7,13
33346,3,2,2,2,1,2
33347,37,2,17,18,7,17
33348,40,2,15,26,3,12
33350,3,2,1,1,1,1
33351,39,2,6,8,5,6
33352,9,2,1,1,1,1
33353,22,2,1,1,1,1
33356,27,2,9,12,3,8
33360,43,2,9,18,7,8
33361,39,2,12,13,7,12
33364,999,2,2,2,1,2
33365,9,2,2,2,1,2
33368,21,2,7,8,2,6
33370,9,2,1,1,1,1
33372,34,2,8,8,3,7
33373,3,2,1,1,1,1
33374,8,2,1,1,1,1
33376,5,2,6,6,3,6
33377,40,2,18,25,5,12
33379,19,2,8,10,3,8
33380,43,2,7,8,4,6
33382,24,2,6,13,2,4
33383,9,2,1,2,1,1
33385,8,2,3,3,2,3
33391,15,2,5,6,2,3
33392,999,2,2,2,2,2
33395,999,2,2,2,2,2
33397,36,2,3,3,2,2
33398,999,2,3,-3,2,3
33399,43,2,9,9,7,8
33400,7,2,12,17,6,10
33403,15,2,10,13,3,10
33405,27,2,4,9,2,4
33407,40,2,14,20,5,12
33410,40,2,16,20,5,15
33411,15,2,3,3,1,2
33415,7,2,4,4,3,4
33417,42,2,9,9,6,9
33418,999,2,2,2,2,2
33420,25,2,2,2,1,1
33423,40,2,15,22,7,13
33430,8,2,2,2,1,2
33432,39,2,12,13,7,11
33434,36,2,6,6,4,5
33435,7,2,2,2,1,2
33437,39,2,12,13,8,12
33442,25,2,3,3,1,1
33444,999,2,1,2,1,1
33445,5,2,4,4,4,4
33447,3,2,2,2,1,2
33451,30,2,4,4,4,4
33452,999,2,1,1,1,1
33453,5,2,1,1,1,1
33455,25,2,4,4,2,3
33458,8,2,3,3,2,3
33460,27,2,6,7,2,5
33467,21,2,15,17,7,13
33469,7,2,5,5,3,5
33472,31,2,5,5,3,5
33474,9,2,3,3,2,3
33476,7,2,6,6,4,6
33479,25,2,4,4,2,3
33481,40,2,19,21,9,18
33482,43,2,15,17,10,15
33483,9,2,2,2,2,2
33485,8,2,1,1,1,1
33487,9,2,2,2,2,2
33488,999,2,1,-1,1,1
33489,42,2,4,12,3,4
33491,35,2,1,1,1,1
33493,5,2,1,1,1,1
33494,999,2,1,1,1,1
33495,24,2,3,4,2,3
33499,7,2,5,11,4,5
33501,999,2,1,-1,1,1
33502,40,2,16,27,5,9
33503,38,2,4,4,2,3
33506,26,2,4,4,3,4
33508,34,2,12,12,3,8
33512,9,2,2,2,2,2
33517,40,2,26,28,8,19
33519,9,2,2,2,2,2
33521,38,2,28,38,10,24
33522,9,2,1,1,1,1
33523,5,2,2,3,1,2
33524,999,2,1,-1,1,1
33526,38,2,9,13,5,7
33527,8,2,1,1,1,1
33528,24,2,9,11,3,5
33531,9,2,1,1,1,1
33533,8,2,2,2,2,2
33534,39,2,13,15,6,11
33535,7,2,1,1,1,1
33538,28,2,5,5,5,5
33540,40,2,20,21,8,18
33542,33,2,7,9,4,7
33544,5,2,1,1,1,1
33545,36,2,6,7,3,6
33546,999,2,1,0,1,1
33548,40,2,19,21,10,19
33550,39,2,3,6,3,3
33551,7,2,5,6,5,5
33552,7,2,6,7,2,6
33554,9,2,1,2,1,1
33555,8,2,1,1,1,1
33556,3,2,2,2,1,2
33559,36,2,5,5,4,5
33562,999,2,1,1,1,1
33563,39,2,9,15,3,4
33567,999,2,2,-2,1,2
33571,7,2,2,2,2,2
33572,39,2,6,6,3,5
33575,9,2,1,1,1,1
33576,35,2,4,4,2,4
33578,9,2,2,2,2,2
33580,3,2,2,2,2,2
33581,38,2,12,12,6,11
33582,40,2,17,20,8,17
33584,5,2,6,9,2,5
33586,7,2,2,3,1,2
33587,7,2,2,2,2,2
33589,40,2,21,26,8,16
33592,25,2,4,4,3,4
33593,22,2,1,1,1,1
33594,5,2,1,1,1,1
33596,999,2,1,-1,1,1
33599,40,2,19,24,9,18
33600,39,2,9,12,6,8
33602,37,2,31,33,12,30
33604,9,2,2,2,2,2
33605,35,2,3,4,2,3
33606,9,2,2,2,1,2
33609,999,2,1,-1,1,1
33611,39,2,7,7,6,7
33612,5,2,1,1,1,1
33614,9,2,2,3,2,2
33616,999,2,1,-1,1,1
33622,38,2,4,7,2,4
33623,999,2,12,-10,4,9
33624,9,2,1,1,1,1
33625,3,2,2,2,1,2
33626,7,2,3,3,1,3
33627,25,2,8,9,2,5
33628,999,2,8,0,2,3
33632,999,2,4,0,4,4
33633,8,2,1,1,1,1
33637,999,2,4,5,4,4
33638,3,2,2,2,1,2
33640,42,2,6,6,3,6
33641,25,2,4,4,3,3
33642,999,2,4,-4,3,4
33643,15,2,7,7,1,2
33646,8,2,2,3,2,2
33647,3,2,2,2,1,2
33652,36,2,8,9,3,6
33654,5,2,2,2,2,2
33656,7,2,2,2,1,2
33657,7,2,12,12,4,11
33660,7,2,2,2,1,2
33661,3,2,2,2,1,2
33662,32,2,4,4,4,4
33665,24,2,3,3,1,2
33666,25,2,10,10,5,7
33667,40,2,28,28,8,23
33670,8,2,1,1,1,1
33671,24,2,5,6,4,5
33673,33,2,8,10,4,8
33674,39,2,7,7,4,7
33679,6,2,7,6,4,5
33680,40,2,18,23,8,16
33681,32,2,3,4,3,3
33688,9,2,2,2,1,2
33690,30,2,2,2,2,2
33691,24,2,11,11,5,11
33693,35,2,3,4,2,3
33694,6,2,4,5,3,4
33695,999,2,1,0,1,1
33696,40,2,26,27,8,24
33697,39,2,8,8,5,8
33698,999,2,1,-1,1,1
33699,9,2,2,2,2,2
33701,9,2,1,1,1,1
33702,31,2,2,2,1,2
33708,9,2,1,1,1,1
33713,36,2,4,5,4,4
33717,9,2,2,2,1,2
33718,35,2,5,5,4,4
33719,21,2,6,8,4,5
33720,8,2,3,3,3,3
33721,3,2,2,2,2,2
33724,21,2,7,7,2,5
33727,999,2,2,0,2,2
33728,6,2,2,3,2,2
33731,24,2,7,8,4,6
33735,35,2,11,11,3,9
33736,24,2,6,6,3,4
33737,8,2,1,1,1,1
33738,44,2,45,55,20,33
33739,7,2,3,7,2,3
33740,3,2,1,1,1,1
33743,38,2,11,11,6,11
33746,8,2,2,2,1,1
33753,999,2,1,-1,1,1
33754,38,2,4,4,4,4
33755,7,2,1,1,1,1
33758,5,2,1,1,1,1
33763,6,2,3,3,3,3
33764,25,2,11,11,8,11
33765,8,2,3,3,3,3
33772,43,2,7,7,4,6
33773,40,2,29,31,13,29
33774,39,2,5,5,3,4
33776,24,2,4,4,3,4
33779,7,2,3,3,3,3
33780,8,2,3,3,2,3
33782,5,2,0,1,1,0
33783,6,2,3,3,3,3
33787,5,2,1,1,1,1
33788,39,2,13,13,6,13
33789,35,2,4,4,1,2
33791,999,2,1,-1,1,1
33792,8,2,1,1,1,1
33793,8,2,3,3,2,3
33794,36,2,21,22,7,21
33795,36,2,9,9,2,9
33796,9,2,3,3,2,2
33798,15,2,4,4,2,2
33799,40,2,55,64,15,48
33800,8,2,2,2,1,2
33802,39,2,14,14,5,12
33806,9,2,3,3,2,3
33807,999,2,1,0,1,1
33808,39,2,11,16,6,9
33809,999,2,1,-1,1,1
33812,8,2,1,1,1,1
33814,36,2,5,6,3,5
33815,5,2,1,3,2,1
33817,7,2,1,1,1,1
33820,7,2,7,7,6,7
33821,24,2,2,2,1,2
33822,38,2,6,6,4,5
33824,7,2,1,1,1,1
33826,5,2,0,1,1,0
33830,8,2,1,1,1,1
33834,8,2,3,3,2,2
33837,42,2,3,4,3,3
33838,6,2,1,1,1,1
33840,3,2,1,1,1,1
33842,41,2,12,12,8,12
33843,33,2,8,10,4,7
33845,8,2,2,2,2,2
33846,8,2,1,1,1,1
33848,9,2,2,2,1,1
33849,8,2,3,3,3,3
33850,35,2,4,4,2,3
33851,8,2,2,2,1,2
33854,39,2,8,8,4,7
33855,19,2,2,2,2,2
33856,30,2,1,1,1,1
33857,9,2,2,2,2,2
33858,5,2,0,1,1,0
33861,9,2,1,2,1,1
33863,39,2,12,12,8,12
33866,39,2,10,10,3,9
33868,40,2,28,31,7,23
33869,5,2,1,1,1,1
33873,25,2,4,5,1,2
33874,8,2,2,2,2,2
33875,42,2,17,22,6,15
33879,40,2,20,24,11,20
33880,8,2,1,1,1,1
33881,999,2,1,-1,1,1
33884,999,2,1,-1,1,1
33887,39,2,6,6,6,6
33890,25,2,9,9,3,7
33891,39,2,10,10,3,8
33892,8,2,3,3,1,3
33894,999,2,3,1,3,3
33896,37,2,12,14,6,12
33897,7,2,3,3,3,3
33898,37,2,5,6,4,5
33902,8,2,2,2,2,2
33906,40,2,20,22,8,19
33907,25,2,5,6,3,4
33909,39,2,4,4,3,4
33910,9,2,1,1,1,1
33911,24,2,7,9,5,5
33913,40,2,23,24,10,21
33914,999,2,2,-2,1,2
33918,8,2,1,1,1,1
33919,3,2,2,2,1,2
33920,3,2,2,2,2,2
33927,44,2,22,25,6,16
33928,8,2,1,1,1,1
33931,27,2,8,10,3,8
33934,36,2,6,6,5,5
33935,5,2,0,1,1,0
33936,24,2,7,7,1,3
33938,30,2,1,1,1,1
33941,44,2,11,10,5,8
33944,9,2,2,3,2,2
33945,3,2,2,2,2,2
33949,999,2,1,-1,1,1
33950,999,2,0,-1,1,0
33955,37,2,4,4,1,4
33959,9,2,1,1,1,1
33960,24,2,3,3,3,3
33961,40,2,15,21,6,12
33962,8,2,3,3,2,3
33967,36,2,14,14,5,11
33968,39,2,5,5,4,5
33971,9,2,1,1,1,1
33973,5,2,1,1,1,1
33974,8,2,1,1,1,1
33975,3,2,2,2,1,2
33976,9,2,2,3,2,2
33977,8,2,2,1,2,2
33980,38,2,1,6,1,1
33981,41,2,4,6,4,4
33983,42,2,16,19,6,11
33985,5,2,0,1,1,0
33986,9,2,2,3,2,2
33987,9,2,1,1,1,1
33992,999,2,1,-1,1,1
33996,9,2,1,1,1,1
33997,8,2,1,1,1,1
33998,38,2,5,8,3,5
34000,35,2,10,13,4,6
34003,33,2,7,8,6,7
34004,37,2,16,18,5,16
34007,999,2,1,-1,1,1
34011,24,2,17,25,9,16
34014,39,2,15,15,7,15
34015,999,2,1,-1,1,1
34016,5,2,1,1,1,1
34017,44,2,48,53,22,45
34018,42,2,11,13,6,8
34019,36,2,4,5,3,4
34020,999,2,1,-1,1,1
34021,33,2,10,13,5,9
34022,40,2,17,20,11,16
34025,8,2,3,3,3,3
34027,8,2,2,2,2,2
34028,8,2,1,2,1,1
34029,38,2,12,15,5,9
34033,40,2,47,55,11,47
34034,8,2,2,2,2,2
34040,42,2,4,4,3,3
34043,40,2,28,31,12,28
34044,42,2,8,8,5,7
34047,39,2,10,11,5,8
34048,9,2,2,2,2,2
34049,8,2,2,2,2,2
34050,8,2,1,1,1,1
34053,39,2,3,6,3,3
34056,999,2,4,-4,4,4
34060,25,2,3,3,1,2
34061,40,2,26,32,8,26
34062,7,2,6,6,3,4
34064,31,2,4,4,4,4
34065,25,2,5,7,1,5
34066,5,2,1,1,1,1
34069,8,2,3,3,1,2
34070,8,2,1,1,1,1
34073,44,2,17,18,9,15
34076,8,2,2,2,1,2
34077,32,2,2,2,1,1
34080,999,2,1,-1,1,1
34081,999,2,3,-3,1,3
34082,8,2,1,1,1,1
34083,8,2,3,3,3,3
34085,43,2,4,5,3,3
34086,6,2,6,6,4,6
34087,39,2,11,16,6,11
34089,40,2,27,33,8,26
34091,42,2,10,10,4,4
34092,40,2,18,20,9,16
34093,9,2,1,3,1,1
34097,8,2,1,1,1,1
34098,7,2,10,12,5,10
34105,9,2,3,3,1,3
34107,40,2,48,56,12,40
34109,9,2,2,3,2,2
34114,39,2,6,6,3,6
34115,38,2,9,14,6,8
34116,999,2,1,-1,1,1
34120,7,2,5,5,3,4
34126,999,2,2,2,2,2
34127,5,2,7,10,3,5
34128,40,2,19,26,11,16
34130,9,2,2,2,2,2
34131,9,2,4,4,3,4
34132,5,2,1,1,1,1
34133,36,2,4,5,2,4
34135,25,2,22,23,7,17
34136,39,2,5,5,5,5
34138,9,2,1,1,1,1
34139,44,2,6,6,6,6
34141,7,2,2,2,2,2
34143,9,2,1,1,1,1
34144,36,2,18,18,5,14
34145,39,2,17,17,9,16
34146,39,2,11,10,7,10
34148,9,2,2,2,2,2
34151,27,2,6,8,3,4
34155,7,2,11,14,5,10
34160,999,2,1,-1,1,1
34161,9,2,3,3,3,3
34162,7,2,9,12,4,9
34164,5,2,0,2,1,0
34165,8,2,1,2,1,1
34166,999,2,2,0,2,2
34169,40,2,22,23,11,22
34172,8,2,1,1,1,1
34178,24,2,1,1,1,1
34179,38,2,17,19,9,14
34180,8,2,1,2,1,1
34181,8,2,2,2,2,2
34182,36,2,3,3,2,3
34183,18,2,3,4,2,2
34184,36,2,4,6,3,4
34186,40,2,20,22,10,19
34192,40,2,18,20,10,17
34196,999,2,2,0,2,2
34202,5,2,2,2,2,2
34203,27,2,13,33,3,10
34207,38,2,4,6,3,4
34208,999,2,2,2,1,1
34210,9,2,1,1,1,1
34213,38,2,17,17,8,16
34215,32,2,4,5,4,4
34218,3,2,2,2,1,2
34219,9,2,1,1,1,1
34220,8,2,4,5,4,4
34222,9,2,2,2,1,2
34230,9,2,2,2,1,2
34231,7,2,1,1,1,1
34233,999,2,1,-1,1,1
34235,5,2,3,9,2,3
34237,38,2,24,24,7,19
34238,7,2,4,4,4,4
34239,9,2,3,3,1,2
34241,3,2,2,6,1,2
34243,39,2,19,19,8,18
34244,999,2,1,-1,1,1
34245,39,2,5,5,4,5
34247,35,2,5,6,3,5
34249,22,2,2,2,1,2
34251,8,2,2,2,2,2
34260,7,2,6,6,6,6
34261,9,2,2,2,2,2
34263,39,2,10,10,5,10
34265,999,2,1,-1,1,1
34266,27,2,19,23,5,13
34268,39,2,18,19,9,18
34269,3,2,3,3,3,3
34272,37,2,8,8,7,8
34276,42,2,10,11,4,6
34279,36,2,4,4,3,4
34280,36,2,11,12,4,11
34281,9,2,1,2,1,1
34282,22,2,1,2,1,1
34285,3,2,2,2,1,2
34288,9,2,2,3,1,2
34289,3,2,1,1,1,1
34292,9,2,1,2,1,1
34297,9,2,2,2,2,2
34298,3,2,2,2,1,2
34299,8,2,3,3,2,3
34303,7,2,1,1,1,1
34305,38,2,4,4,2,3
34308,19,2,5,7,4,5
34309,34,2,5,5,1,4
34312,19,2,3,3,1,3
34313,25,2,3,3,1,1
34314,9,2,2,2,2,2
34318,39,2,5,5,4,4
34319,24,2,3,4,2,3
34320,42,2,4,4,4,4
34321,25,2,14,15,7,14
34322,44,2,20,27,14,20
34324,8,2,1,1,1,1
34326,9,2,1,1,1,1
34329,36,2,11,11,3,9
34330,999,2,3,1,2,2
34333,39,2,13,15,7,13
34336,999,2,1,-1,1,1
34338,35,2,7,7,4,6
34340,7,2,6,6,3,3
34343,8,2,1,1,1,1
34346,39,2,12,15,7,11
34349,34,2,8,8,3,6
34352,39,2,4,7,2,4
34356,8,2,3,3,3,3
34359,30,2,5,5,4,5
34360,8,2,3,2,3,3
34365,34,2,3,3,1,2
34366,22,2,1,1,1,1
34369,40,2,35,53,9,24
34370,32,2,5,5,3,5
34371,9,2,2,2,1,2
34372,9,2,1,1,1,1
34373,7,2,3,3,2,3
34377,999,2,1,-1,1,1
34381,44,2,15,15,11,14
34382,9,2,1,1,1,1
34383,15,2,7,7,4,6
34386,32,2,21,22,7,21
34388,3,2,2,2,1,2
34389,5,2,0,1,1,0
34395,36,2,17,17,5,16
34396,6,2,1,1,1,1
34399,8,2,1,1,1,1
34403,7,2,3,3,2,2
34406,999,2,3,1,1,2
34409,32,2,6,7,1,2
34411,8,2,2,2,2,2
34412,38,2,8,12,4,5
34416,7,2,2,2,1,2
34419,40,2,9,9,5,9
34420,6,2,5,6,4,5
34421,7,2,3,3,2,3
34422,20,2,2,2,2,2
34423,39,2,8,8,5,8
34425,999,2,1,-1,1,1
34427,36,2,5,5,3,4
34433,8,2,1,1,1,1
34436,37,2,24,25,9,23
34438,35,2,4,4,2,3
34439,21,2,3,4,2,2
34441,35,2,3,4,2,3
34442,27,2,3,4,1,2
34444,999,2,1,2,1,1
34446,9,2,2,2,2,2
34447,32,2,8,17,4,7
34450,43,2,5,6,5,5
34451,39,2,13,19,8,13
34452,39,2,10,10,7,9
34454,38,2,4,4,3,4
34455,7,2,2,2,2,2
34460,8,2,2,2,1,2
34461,32,2,5,7,1,2
34462,30,2,3,3,3,3
34464,27,2,18,24,9,18
34465,999,2,1,0,1,1
34468,40,2,14,22,7,14
34471,8,2,2,3,1,2
34472,9,2,2,2,1,2
34473,32,2,1,5,1,1
34476,5,2,2,5,2,2
34479,15,2,7,7,3,7
34481,38,2,8,9,5,8
34484,8,2,1,1,1,1
34485,8,2,3,5,2,3
34486,999,2,2,2,1,2
34491,38,2,5,6,3,4
34493,999,2,2,0,1,2
34494,8,2,3,3,2,3
34498,9,2,1,1,1,1
34500,7,2,1,2,1,1
34505,39,2,4,4,3,4
34508,25,2,12,13,5,10
34509,999,2,1,-1,1,1
34511,5,2,2,2,1,2
34512,7,2,2,3,2,2
34514,8,2,3,3,3,3
34515,7,2,6,7,6,6
34522,25,2,3,3,2,2
34526,8,2,2,2,2,2
34527,39,2,6,7,4,6
34530,37,2,7,7,2,7
34535,3,2,2,2,1,2
34539,25,2,9,9,4,6
34544,8,2,3,3,2,2
34545,41,2,4,4,3,4
34546,39,2,11,11,6,11
34547,28,2,4,4,3,4
34548,5,2,1,3,2,1
34549,999,2,1,-1,1,1
34553,5,2,1,1,1,1
34555,36,2,2,3,1,2
34558,36,2,6,6,2,6
34560,40,2,19,20,6,18
34563,7,2,1,1,1,1
34564,42,2,2,2,2,2
34566,7,2,1,1,1,1
34567,38,2,6,6,5,6
34570,24,2,7,8,4,4
34574,39,2,4,4,3,3
34575,43,2,4,5,4,4
34577,39,2,13,15,8,13
34578,25,2,7,7,3,4
34585,32,2,5,5,1,1
34586,3,2,3,3,3,3
34587,999,2,3,1,1,2
34588,39,2,15,17,10,13
34589,24,2,21,27,7,20
34590,36,2,5,6,2,5
34592,39,2,16,17,7,16
34593,31,2,3,3,3,3
34594,3,2,2,2,2,2
34595,7,2,1,1,1,1
34596,40,2,20,22,10,16
34598,39,2,8,9,3,5
34599,25,2,3,3,2,3
34600,32,2,5,8,2,3
34602,8,2,2,2,1,1
34604,33,2,7,7,4,7
34606,25,2,5,6,3,4
34611,39,2,7,10,5,7
34612,32,2,11,11,4,8
34613,39,2,10,13,6,9
34615,37,2,3,5,1,3
34617,7,2,3,3,2,3
34619,8,2,1,1,1,1
34621,9,2,2,2,1,2
34622,42,2,9,9,6,8
34623,4,2,1,1,1,1
34624,7,2,7,7,2,6
34629,8,2,2,2,1,2
34630,8,2,2,2,2,2
34632,32,2,8,8,6,7
34633,5,2,0,1,1,0
34634,999,2,1,-1,1,1
34635,39,2,5,5,3,4
34640,9,2,1,1,1,1
34642,25,2,2,2,1,1
34646,5,2,0,2,1,0
34647,999,2,1,1,1,1
34650,999,2,2,1,1,2
34651,32,2,8,10,5,7
34655,9,2,1,1,1,1
34656,7,2,1,1,1,1
34657,8,2,2,3,2,2
34658,9,2,2,2,2,2
34663,999,2,2,2,1,2
34665,7,2,4,4,3,3
34666,25,2,3,4,2,2
34667,3,2,1,1,1,1
34668,40,2,14,14,7,13
34669,38,2,24,24,10,24
34671,8,2,2,3,1,2
34673,3,2,2,2,1,2
34674,9,2,3,3,1,2
34675,36,2,7,8,3,6
34678,999,2,1,-1,1,1
34681,39,2,8,7,6,7
34685,7,2,9,15,6,8
34689,26,2,1,3,1,1
34690,27,2,12,14,5,11
34692,8,2,2,2,1,1
34693,3,2,2,2,2,2
34697,3,2,2,2,2,2
34701,5,2,5,11,2,5
34705,999,2,1,0,1,1
34708,8,2,1,1,1,1
34710,36,2,3,5,3,3
34711,8,2,2,3,2,2
34712,8,2,1,1,1,1
34714,7,2,2,2,2,2
34717,9,2,1,1,1,1
34719,38,2,15,20,6,15
34720,40,2,19,28,9,16
34723,999,2,1,-1,1,1
34724,5,2,0,2,1,0
34725,5,2,2,2,2,2
34726,7,2,6,13,4,5
34727,39,2,5,5,4,4
34730,21,2,8,9,4,7
34732,35,2,15,18,5,14
34733,35,2,14,23,7,13
34734,3,2,3,3,2,3
34737,38,2,4,5,3,4
34739,9,2,3,3,2,2
34741,999,2,1,-1,1,1
34743,7,2,1,1,1,1
34744,24,2,4,4,2,3
34747,36,2,5,5,4,5
34749,8,2,3,3,2,3
34750,7,2,1,1,1,1
34752,8,2,1,3,1,1
34753,38,2,8,14,5,8
34754,3,2,1,1,1,1
34756,39,2,5,6,4,5
34757,43,2,5,5,3,3
34758,39,2,17,17,8,17
34759,40,2,14,23,4,12
34760,37,2,3,3,2,3
34761,39,2,17,17,9,17
34762,9,2,1,1,1,1
34763,8,2,2,3,2,2
34764,7,2,5,5,5,5
34765,39,2,4,4,4,4
34766,9,2,1,1,1,1
34767,6,2,1,1,1,1
34768,5,2,1,1,1,1
34769,8,2,3,3,3,3
34770,999,2,0,-1,0,0
34771,7,2,7,7,5,7
34772,25,2,6,6,4,5
34774,30,2,3,3,3,3
34775,15,2,15,15,5,10
34776,24,2,2,2,2,2
34777,39,2,9,10,6,8
34778,32,2,15,15,6,10
34779,9,2,1,2,1,1
34781,999,2,1,-1,1,1
34782,8,2,1,1,1,1
34783,43,2,14,15,9,14
34790,9,2,2,2,1,2
34791,5,2,3,3,1,3
34792,36,2,2,6,2,2
34793,5,2,0,1,1,0
34795,38,2,9,10,4,7
34796,999,2,1,-1,1,1
34797,39,2,14,16,6,13
34799,9,2,2,3,2,2
34800,40,2,15,22,7,15
34801,39,2,10,10,5,9
34802,3,2,1,1,1,1
34804,9,2,1,1,1,1
34805,8,2,1,1,1,1
34807,7,2,3,3,2,2
34809,44,2,11,13,8,10
34810,29,2,4,4,3,4
34812,30,2,4,5,3,4
34815,39,2,16,15,10,14
